customer_id,article_id,product_type,product_group,colour,appearance,product_name,product_description,transaction_date,image_url
1f09f1593c106b2b171e201a79e922f83ddacfdb690a0d8d382c2b7d03d0a5cb,0532578009,Sweater,Garment Upper body,Black,Stripe,Annette,"Jumper in a soft, loose knit with a V-neck, long raglan sleeves and roll edges at the cuffs and hem. Longer at the back.",2018-09-20,https://placehold.co/300x400?text=0532578009
1f09f1593c106b2b171e201a79e922f83ddacfdb690a0d8d382c2b7d03d0a5cb,0581338001,Top,Garment Upper body,Dark Grey,Melange,Cambridge,Long jumper in a soft knit with a deep V-neck and low dropped shoulders.,2018-09-20,https://placehold.co/300x400?text=0581338001
1f09f1593c106b2b171e201a79e922f83ddacfdb690a0d8d382c2b7d03d0a5cb,0598848006,Sweater,Garment Upper body,Black,Solid,Dylan,Jumper in a soft rib knit containing some mohair.,2018-09-20,https://placehold.co/300x400?text=0598848006
30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,0640020001,Trousers,Garment Lower body,Light Blue,Solid,BFF GF Denim TRS,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and tapered legs with cut-off, raw-edge hems.",2018-09-20,https://placehold.co/300x400?text=0640020001
30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,0640020003,Trousers,Garment Lower body,Dark Blue,Solid,BFF GF Denim TRS,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and tapered legs with cut-off, raw-edge hems.",2018-09-20,https://placehold.co/300x400?text=0640020003
30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,0668640001,Sweater,Garment Upper body,White,Solid,Fringe top,Short-sleeved top in soft jersey made from a modal and cotton blend. Seam with fringing at the top that continues down the sleeves.,2018-09-20,https://placehold.co/300x400?text=0668640001
30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,0686631001,Trousers,Garment Lower body,Black,Solid,Maggie RW tapered,Maggie RW tapered,2018-09-20,https://placehold.co/300x400?text=0686631001
30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,0691543001,Blouse,Garment Upper body,Turquoise,All over pattern,Sienna,"Satin blouse with a boat neck, yoke with decorative gathers at the back, and long sleeves with a button and small frill trim at the cuffs. Unlined.",2018-09-20,https://placehold.co/300x400?text=0691543001
49beaacac0c7801c2ce2d189efe525fe80b5d37e46ed05b50a4cd88e34d0748f,0568597012,Trousers,Garment Lower body,Light Blue,Solid,Hayes,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases.",2018-09-20,https://placehold.co/300x400?text=0568597012
6cc121e5cc202d2bf344ffe795002bdbf87178054bcda2e57161f0ef810a4b55,0570781006,Top,Garment Upper body,Dark Red,Stripe,Ariel boat neck (1),"Top in soft, pima cotton jersey with a boat neck and long sleeves.",2018-09-20,https://placehold.co/300x400?text=0570781006
6cc121e5cc202d2bf344ffe795002bdbf87178054bcda2e57161f0ef810a4b55,0609605006,Sweater,Garment Upper body,Off White,Stripe,Forever sweater,"Jumper in a fine, sturdy knit with buttons on one shoulder and ribbing around the neckline, cuffs and hem.",2018-09-20,https://placehold.co/300x400?text=0609605006
788785852eddb5874f924603105f315d69571b3e5180f3a7ae6970b55b6d5dc9,0189616006,Leggings/Tights,Garment Lower body,Black,Contrast,Heavy jsy long leg,Leggings in extra sturdy jersey with an elasticated waist.,2018-09-20,https://placehold.co/300x400?text=0189616006
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0301656013,Dress,Garment Full body,Blue,Denim,Shirtdress Lou,"Long, straight-cut shirt in soft Tencel™ lyocell denim with a collar and buttons down the front. Chest pockets with a pleat, and long sleeves with buttoned cuffs.",2018-09-20,https://placehold.co/300x400?text=0301656013
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0562245042,Trousers,Garment Lower body,Dark Grey,Denim,Luna skinny RW,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs.",2018-09-20,https://placehold.co/300x400?text=0562245042
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0647756002,Vest top,Garment Upper body,Orange,Colour blocking,LAGUNA tank top,"Sports vest top in a double layer of soft, fast-drying functional fabric with a racer back.",2018-09-20,https://placehold.co/300x400?text=0647756002
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0671505001,Blouse,Garment Upper body,White,Solid,EDC ROMAN BLOUSE,"Long-sleeved blouse in airy chiffon with an embroidered pattern, small frilled collar, V-neck and buttons down the front. Flounces at the front that continue over the shoulders and seam with a wide flounce at the hem and cuffs. Unlined.",2018-09-20,https://placehold.co/300x400?text=0671505001
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0685687001,Sweater,Garment Upper body,Dark Grey,Melange,W YODA KNIT OL OFFER,"V-neck knitted jumper with long sleeves and ribbing around the neckline, cuffs and hem.",2018-09-20,https://placehold.co/300x400?text=0685687001
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0685687002,Sweater,Garment Upper body,Grey,Melange,W YODA KNIT OL OFFER,"V-neck knitted jumper with long sleeves and ribbing around the neckline, cuffs and hem.",2018-09-20,https://placehold.co/300x400?text=0685687002
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,0685687003,Sweater,Garment Upper body,Pink,Melange,W YODA KNIT OL OFFER,"V-neck knitted jumper with long sleeves and ribbing around the neckline, cuffs and hem.",2018-09-20,https://placehold.co/300x400?text=0685687003
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0456834012,Sneakers,Shoes,Dark Blue,All over pattern,Emma basic SG,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",2018-09-20,https://placehold.co/300x400?text=0456834012
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0456834012,Sneakers,Shoes,Dark Blue,All over pattern,Emma basic SG,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",2018-09-20,https://placehold.co/300x400?text=0456834012
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0456834012,Sneakers,Shoes,Dark Blue,All over pattern,Emma basic SG,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",2018-09-20,https://placehold.co/300x400?text=0456834012
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0519936028,Underwear bottom,Underwear,Other Pink,All over pattern,RONJA,Cotton jersey briefs in various designs with an elasticated waist and lined gusset.,2018-09-20,https://placehold.co/300x400?text=0519936028
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0548110002,Trousers,Garment Lower body,Blue,Solid,SKINNY BASIC 79,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets.",2018-09-20,https://placehold.co/300x400?text=0548110002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0554477016,Trousers,Garment Lower body,Dark Blue,Solid,Victoria TRS,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.",2018-09-20,https://placehold.co/300x400?text=0554477016
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0565183003,Dress,Garment Full body,Light Green,All over pattern,Justin dress,Short-sleeved dress in printed cotton jersey with a seam at the hips and a flounced skirt.,2018-09-20,https://placehold.co/300x400?text=0565183003
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0565194007,Dress,Garment Full body,Light Pink,All over pattern,2P Dragonfly,Sleeveless dresses in printed jersey with a seam at the waist and flared skirt.,2018-09-20,https://placehold.co/300x400?text=0565194007
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0571885001,Skirt,Garment Lower body,Blue,Chambray,Barbara skirt,"Skirt in washed cotton twill with an adjustable elasticated waist, zip fly and press-stud, front pockets and a seam with a flounce at the hem.",2018-09-20,https://placehold.co/300x400?text=0571885001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0572852001,Shorts,Garment Lower body,Dark Blue,Solid,EQ Morello shorts,"Short satin shorts with an elasticated waist, side pockets and slits in the sides.",2018-09-20,https://placehold.co/300x400?text=0572852001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0595696018,Shorts,Garment Lower body,Red,All over pattern,Margarita Shorts,"Short shorts in a viscose weave with an elasticated drawstring waist, side pockets and gently rounded hems with short slits in the sides.",2018-09-20,https://placehold.co/300x400?text=0595696018
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0595696020,Shorts,Garment Lower body,Black,All over pattern,Margarita Shorts,"Short shorts in a viscose weave with an elasticated drawstring waist, side pockets and gently rounded hems with short slits in the sides.",2018-09-20,https://placehold.co/300x400?text=0595696020
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0595697008,Shorts,Garment Lower body,Light Pink,All over pattern,Hallie Shorts,"Shorts in a patterned weave with a high, elasticated waist.",2018-09-20,https://placehold.co/300x400?text=0595697008
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0612075002,Trousers,Garment Lower body,Black,All over pattern,Barza,"Trousers in soft viscose jersey with a regular, elasticated waist, low crotch, side pockets and tapered legs.",2018-09-20,https://placehold.co/300x400?text=0612075002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0619595001,Shorts,Garment Lower body,White,All over pattern,Mandy AOP,"Short, high-waisted shorts in a patterned viscose weave with pleats at the top, wide elastication at the back of the waist, and side pockets.",2018-09-20,https://placehold.co/300x400?text=0619595001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0622240003,T-shirt,Garment Upper body,White,Solid,Stork SS,Off-the-shoulder top in stretch viscose jersey with wide smocking at the top and short sleeves.,2018-09-20,https://placehold.co/300x400?text=0622240003
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0635741001,Shorts,Garment Lower body,Off White,All over pattern,Sue,"Short, high-waisted jersey shorts in a cotton and modal blend with elastication and a small frill trim at the waist.",2018-09-20,https://placehold.co/300x400?text=0635741001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0637124002,Jumpsuit/Playsuit,Garment Full body,Light Green,All over pattern,Doris jumpsuit W,Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.,2018-09-20,https://placehold.co/300x400?text=0637124002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0637124003,Jumpsuit/Playsuit,Garment Full body,Black,All over pattern,Doris jumpsuit W,Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.,2018-09-20,https://placehold.co/300x400?text=0637124003
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0637124009,Jumpsuit/Playsuit,Garment Full body,White,All over pattern,Doris jumpsuit W,Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.,2018-09-20,https://placehold.co/300x400?text=0637124009
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0646789001,T-shirt,Garment Upper body,White,All over pattern,Sasha tee,T-shirt in soft cotton jersey with a print motif on the front.,2018-09-20,https://placehold.co/300x400?text=0646789001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0651244001,Top,Garment Upper body,Black,Solid,ROSIE FRILL ONE SHOULDER,One-shoulder top in cotton jersey with elastication and a wide flounce at the top.,2018-09-20,https://placehold.co/300x400?text=0651244001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0651244001,Top,Garment Upper body,Black,Solid,ROSIE FRILL ONE SHOULDER,One-shoulder top in cotton jersey with elastication and a wide flounce at the top.,2018-09-20,https://placehold.co/300x400?text=0651244001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0653666006,Shorts,Garment Lower body,Light Beige,All over pattern,OL Freddy,"Short, wide shorts in a viscose weave with a high, elasticated, frill-trimmed waist and side pockets.",2018-09-20,https://placehold.co/300x400?text=0653666006
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0654414002,T-shirt,Garment Upper body,White,Front print,Pira tee,T-shirt in viscose jersey with a motif.,2018-09-20,https://placehold.co/300x400?text=0654414002
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0666352001,Jumpsuit/Playsuit,Garment Full body,Black,Solid,Penno jumpsuit. J,"Playsuit in soft jersey with narrow shoulder straps, a low-cut back, gathered seam at the waist and short, wide legs.",2018-09-20,https://placehold.co/300x400?text=0666352001
8ecbac3466886ba06b611fc52dd86762a661f57a7ccd2a2138ae2439e36d7b37,0666352004,Jumpsuit/Playsuit,Garment Full body,Greenish Khaki,Solid,Penno jumpsuit. J,"Playsuit in soft jersey with narrow shoulder straps, a low-cut back, gathered seam at the waist and short, wide legs.",2018-09-20,https://placehold.co/300x400?text=0666352004
9d50687e366b49577c136952613632b9f157cb9051cb71950714c7ba92ad6d56,0652671001,Bra,Underwear,Greenish Khaki,All over pattern,LS Firecracker soft bra,"LOVE STORIES x H&M. Soft, non-wired bra in patterned microfibre with lined, triangular cups that give the bust a natural shape and light support. Lace trim around the cups and an elastic trim at the hem. Adjustable shoulder straps and a hook-and-eye fastening at the back.",2018-09-20,https://placehold.co/300x400?text=0652671001
9d50687e366b49577c136952613632b9f157cb9051cb71950714c7ba92ad6d56,0653358001,Bra,Underwear,Black,All over pattern,LS Blue moon n-slip (W),"LOVE STORIES x H&M. Sleeveless satin nightslip with a lace trim at the top, V-neck, narrow, adjustable shoulder straps, and a straight-cut hem with slits in the sides.",2018-09-20,https://placehold.co/300x400?text=0653358001
9d50687e366b49577c136952613632b9f157cb9051cb71950714c7ba92ad6d56,0655437001,Underwear bottom,Underwear,Light Pink,Lace,LS Lulu thong 2pk,"LOVE STORIES x H&M. Thong briefs in microfibre and lace with a low waist, lined gusset, narrow sides and string back.",2018-09-20,https://placehold.co/300x400?text=0655437001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0522561002,Coat,Garment Upper body,Yellow,Solid,Seine coat,"Double-breasted coat in sturdy fabric with a collar, dropped shoulders, long sleeves and concealed side pockets. Lined.",2018-09-20,https://placehold.co/300x400?text=0522561002
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0533230002,Cardigan,Garment Upper body,Black,Solid,Mimmi Cardigan,"V-neck cardigan in a soft rib knit with buttons down the front and dropped shoulders. Long sleeves, patch pockets and slits in the sides. Slightly longer at the back.",2018-09-20,https://placehold.co/300x400?text=0533230002
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0556393001,Trousers,Garment Lower body,Black,Solid,Emely Trousers,"Ankle-length suit trousers in sturdy jersey with a regular waist, hook-and-eye fastening, zip fly and tapered legs with decorative seams.",2018-09-20,https://placehold.co/300x400?text=0556393001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0562192001,Trousers,Garment Lower body,Black,Solid,Bresaola cuff trouser,"Trousers in a sturdy weave with pleats at the top, side pockets and jetted back pockets, wide tapered legs with a slit and tab with a press-stud at the hems. Low crotch. High waist.",2018-09-20,https://placehold.co/300x400?text=0562192001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0569244001,Bag,Accessories,Beige,Solid,Pluto Cross bag,"Shoulder bag in grained imitation leather with a flap and magnetic fastener, and a narrow shoulder strap at the top. Lined. Size 4x16x23 cm.",2018-09-20,https://placehold.co/300x400?text=0569244001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0571083002,Jacket,Garment Upper body,Black,Dot,Cruella fur,"Short coat in long faux fur with notch lapels, concealed press-studs down the front and pockets in the side seams. Lined.",2018-09-20,https://placehold.co/300x400?text=0571083002
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0571083002,Jacket,Garment Upper body,Black,Dot,Cruella fur,"Short coat in long faux fur with notch lapels, concealed press-studs down the front and pockets in the side seams. Lined.",2018-09-20,https://placehold.co/300x400?text=0571083002
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0577025001,Dress,Garment Full body,Dark Red,Solid,Hairy Dress,"Short dress in a fluffy knit with a gentle V-neck, lacing at the front, dropped shoulders, long sleeves and slits in the sides. Slightly longer at the back.",2018-09-20,https://placehold.co/300x400?text=0577025001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0592162001,Trousers,Garment Lower body,Dark Red,Jacquard,Freja jacquard,"Ankle-length trousers in a jacquard weave containing some wool with a regular waist, hook-and-eye fastener and zip fly. Side pockets, a welt back pocket and flared legs with creases.",2018-09-20,https://placehold.co/300x400?text=0592162001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0610314001,Bag,Accessories,Black,Solid,Alexa new,Small shoulder bag in grained imitation leather with a zip at the top and narrow adjustable shoulder strap with carabiner hooks at each end. One outer compartment with an imitation suede flap and magnetic fastener. Lined. Size 18x23 cm.,2018-09-20,https://placehold.co/300x400?text=0610314001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0610314006,Bag,Accessories,Red,Solid,Alexa new,Small shoulder bag in grained imitation leather with a zip at the top and narrow adjustable shoulder strap with carabiner hooks at each end. One outer compartment with an imitation suede flap and magnetic fastener. Lined. Size 18x23 cm.,2018-09-20,https://placehold.co/300x400?text=0610314006
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0615183001,Trousers,Garment Lower body,Black,Solid,James,"Loose-fitting, high-waisted trousers in a textured weave with a zip fly and concealed hook-and-eye fastener, side pockets and fake back pockets. Tapered legs with a box pleat, and adjustable tab with press-studs at the hems.",2018-09-20,https://placehold.co/300x400?text=0615183001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0615183001,Trousers,Garment Lower body,Black,Solid,James,"Loose-fitting, high-waisted trousers in a textured weave with a zip fly and concealed hook-and-eye fastener, side pockets and fake back pockets. Tapered legs with a box pleat, and adjustable tab with press-studs at the hems.",2018-09-20,https://placehold.co/300x400?text=0615183001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0620226001,Trousers,Garment Lower body,Black,Solid,Joy trousers,"High-waisted twill suit trousers in a wool blend with a zip fly, hook-and-eye fastening, side pockets and a welt back pocket. Close-fitting over the hips with wide, straight legs with creases.",2018-09-20,https://placehold.co/300x400?text=0620226001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0627389005,Sweater,Garment Upper body,Black,Neps,Venice,"Slightly shorter-style jumper knitted in a cotton blend with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",2018-09-20,https://placehold.co/300x400?text=0627389005
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0633153004,Bag,Accessories,Red,Solid,Betty smallbag,"Small bag in imitation suede and imitation leather with a narrow, adjustable shoulder strap and zip at the top. Lined. Size approx. 18.5x23.5 cm.",2018-09-20,https://placehold.co/300x400?text=0633153004
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0633949001,Trousers,Garment Lower body,Black,Solid,SPEED Pop trouser,High-waisted trousers in sturdy jersey with a concealed zip in the side and straight legs with side stripes and decorative buttons at the hems.,2018-09-20,https://placehold.co/300x400?text=0633949001
9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,0635274004,Bag,Accessories,Dark Blue,Solid,Helena Cross Bag,Small bag in grained imitation leather with a shoulder strap and zip at the top. Lined. Size 17x25 cm.,2018-09-20,https://placehold.co/300x400?text=0635274004
ac078972395fc6edd27d6db647ec2fcf149cefd4c2fae6b5076a9fa7d2124406,0532578009,Sweater,Garment Upper body,Black,Stripe,Annette,"Jumper in a soft, loose knit with a V-neck, long raglan sleeves and roll edges at the cuffs and hem. Longer at the back.",2018-09-20,https://placehold.co/300x400?text=0532578009
